wid,n_days,n_ord,n_slot,n_fill,n_canc,n_rf_fill,n_rf_canc,n_rf_same,n_rf_fill_same,sz_pl,sz_fl,szt,n_ep,n_modal,ep_child,ep_child_max,rf_fill,rf_canc,same_sz_share,modal_share,turnover_s,ord_per_slot,rf_ratio
26045,28,6880692,359559,8320,6872372,1304,1289268,582491,349,207156419126,307195692,1.3904848386693032e+20,3068275,29915,2.379366086366891,244,0.15673076923076923,0.1876016024743713,0.4513432803439095,0.004347673170082312,1.4898142961720395,19.13647551584024,0.8354447252239254
15285,51,104239,41783,1105,103134,117,10906,10762,115,553231323,6734872,5.092268001057027e+17,70790,1782,1.4826325084303986,50,0.10588235294117647,0.10574592278007253,0.9763222353261363,0.017095329003539942,1.086414389197825,2.49477060048345,1.001290169469585
23940,35,80493,57196,20749,59744,478,2683,1307,123,24665212,6229457,3.758320025321158e+16,70426,3083,1.1594972710391014,12,0.023037254807460602,0.044908275307980715,0.4134767478645998,0.03830146720832867,0.6562829092206508,1.407318693614938,0.512984625872876
4918,89,20956917,853946,52309,20904608,7565,1842875,1454315,6120,150007361731,363836317,4.982731235973811e+20,9752191,71915,2.8875806731188747,140,0.14462138446538836,0.08815640073231701,0.7859292924925964,0.003431563907992764,0.3010544912557038,24.541267246406683,1.640509177598173
13332,28,18471,14179,4684,13787,175,790,438,70,4142094,584028,1.1144828745747744e+18,16104,1510,1.1056111329227494,9,0.03736122971818958,0.05730035540726772,0.4538860103626943,0.081749769909588,0.003716606234600416,1.302701177798152,0.6520243976261769
14103,37,289479,91520,4502,284977,115,2752,2770,115,415348539,6497229,6.321950070818834e+18,242004,5368,1.1528989426532397,11,0.025544202576632608,0.009656919681237433,0.9661667247994419,0.018543659470980623,0.06569943361577403,3.163013548951049,2.645170863982933
25777,3,15002,9208,4,14998,0,258,258,0,140850003,38684,2.469714555869905e+18,14110,12577,1.0513801936690117,7,0.0,0.017202293639151888,1.0,0.8383548860151979,0.05703088345381215,1.6292354474370112,0.0
16613,6,13514,2162,5,13509,0,1139,852,0,46722158,31739,6.510235059790858e+18,10830,344,1.2421853773656095,8,0.0,0.08431416092975054,0.7480245829675154,0.02545508361698979,0.007176723662186931,6.250693802035153,0.0
3897,37,42567,9885,10144,32423,1284,3294,3776,558,183779863,44315786,4.914907461007868e+17,21339,18753,1.9346265962651161,38,0.12657728706624605,0.10159454708077599,0.8248143294014854,0.44055254070054267,0.3739233433345527,4.306221547799696,1.2459063079990575
488,72,12970,11900,2466,10504,5,52,57,5,389036510,91274849,1.7185015951007482e+20,12716,12963,1.0187052699884658,5,0.00202757502027575,0.0049504950495049506,1.0,0.9994602929838088,0.0022638123299338134,1.0899159663865545,0.4095701540957015
9265,6,60683,15713,5321,55362,544,928,246,23,320805718,27445737,7.482017646135812e+17,49712,12976,1.2350555642852414,11,0.10223642172523961,0.01676240020230483,0.1671195652173913,0.21383253959098925,0.4287689941037287,3.8619614332081715,6.099151702104219
985,19,354643,75436,5752,348891,711,47346,36560,200,815172894,12782210,3.325270497174463e+17,223144,4192,1.9702374928203237,55,0.12360917941585535,0.1357042744008874,0.7607632602950662,0.011820337635312131,2.451448369967694,4.701243438146244,0.9108716726983733
5070,82,17056711,775753,71162,16985549,9838,814953,249505,8611,144693158928,233154196,3.921029445431721e+21,8879523,266744,2.046799345214482,161,0.13824794131699503,0.04797919690438031,0.30250693812129376,0.01563865389992244,0.03690182921135108,21.987296214130012,2.881414242770986
3623,62,405142,200839,6603,398539,614,12177,5559,276,789173467,14249865,7.312954672299791e+17,346090,7886,1.197783006178474,22,0.0929880357413297,0.030554098846035143,0.43460245485106713,0.019464780249887695,1.0791444803962107,2.017247646124508,3.04338989704474
74,87,55687,46660,10,55677,0,5,5,0,3449250036,1341231,1.644642246086839e+21,55203,332,1.0059005765794309,3,0.0,0.00008980368913554969,1.0,0.005961894158421175,0.0020972646447620655,1.1934633519074154,0.0
11626,65,14101,10239,232,13869,12,54,65,12,1626762,26138,4.926004783070966e+16,12769,5025,1.0470726620169322,11,0.05172413793103448,0.003893575600259572,0.9848484848484849,0.3563577051272959,0.0330239630621277,1.3771852719992186,13.284482758620689
16217,5,18960,1719,261,18699,23,4403,4028,6,3365344,47369,1.6070688745469232e+16,8289,733,2.2400664362307863,38,0.08812260536398467,0.23546713728006846,0.9100768187980117,0.03866033755274262,0.20940882206736675,11.029668411867364,0.3742458772884736
7282,29,17320,3402,1946,15374,146,1722,1781,83,76178308,7666792,2.2115510263645405e+17,7816,12205,1.8511425397401886,33,0.0750256937307297,0.1120072850266684,0.9534261241970021,0.7046766743648961,0.3444564791490511,5.091122868900647,0.6698286965251095
5189,14,11143,7193,7185,3958,30,114,24,1,1583265,997459,1.6973018075900236e+16,9629,283,1.228936410547822,17,0.0041753653444676405,0.028802425467407782,0.16666666666666666,0.025397110293457776,0.0932812887442839,1.5491450020853608,0.144965754678973
21591,42,6871948,484347,20974,6850974,3575,247962,31344,809,18425474009,10792756,2.6368404703663486e+20,4956791,459461,1.5039856345314653,51,0.17044912749117955,0.03619368574453793,0.12460989834497509,0.06686037205170936,0.06987709046516591,14.18806764571681,4.709360872894864
4263,90,885627,401511,4082,881545,136,9322,9339,120,6869568571,9432564,5.61810154901727e+20,830729,12665,1.0567961774399435,9,0.03331700146986771,0.010574616156860965,0.9874180587862127,0.01430060284973245,0.012227562124080221,2.2057353347728954,3.1506582343654297
21841,21,1004515,207996,1046,1003469,49,97431,7728,0,2019538112,2204961,5.554500961854758e+18,778118,6921,1.3111322494375248,1394,0.04684512428298279,0.09709418028857891,0.07927780057447681,0.006889892137001439,0.363585878527895,4.8294919133060255,0.48247097965863495
7967,76,13184088,824479,117096,13066992,8234,1149389,717868,3597,16242578587,169000241,2.2169137163522056e+19,6496261,586032,2.6954856805365663,130,0.0703183712509394,0.08796125382184362,0.6201224405527533,0.044449946025845705,0.7326662498045327,15.990811166809586,0.7994243851203161
14669,16,558113,66890,9145,548968,1148,28952,29315,1033,2255468244,45934923,1.4597682541534308e+18,317292,322090,1.9358856204536168,115,0.12553307818480045,0.052738957462001426,0.9739202657807309,0.5771053532170008,1.5450865146454513,8.343743459410973,2.380272273589166
26197,14,60200,24001,2204,57996,1,2078,1997,1,2602345,81846,4104855089757438.0,44703,37583,1.2413770534669115,13,0.00045372050816696913,0.035830057245327264,0.9605579605579606,0.6243023255813953,0.6339675684273123,2.5082288237990085,0.012663125405029617
12570,11,62085,12347,3195,58890,427,5143,5112,219,20056671,1336776,5.259563397960863e+16,41341,31480,1.613215812602438,24,0.13364632237871674,0.08733231448463237,0.9177737881508079,0.5070467906901828,0.38133718490352236,5.028346966874545,1.530319254303447
259,90,65044,48229,579,64465,2,231,89,0,73302317,378249,1.9495500899067837e+18,62392,5022,1.0386597388080088,8,0.0034542314335060447,0.003583339796788955,0.38197424892703863,0.0772092737224033,0.037599606893662776,1.3486491529992328,0.963969824073451
29487,13,14091,13585,38,14053,0,4,0,0,5074624,8045,5.345177750193494e+18,14086,218,1.0009046302175104,2,0.0,0.0002846367323703124,0.0,0.015470867929884323,0.0009493835822047825,1.037246963562753,0.0
4433,46,51174,37443,72,51102,0,266,266,0,472366477,1962,7.562323098499718e+19,49081,5590,1.0304149571789605,10,0.0,0.005205275723063676,1.0,0.10923515847891507,0.0062463144042828895,1.366717410463905,0.0
18608,15,84046,47563,689,83357,0,1403,1388,0,374882233,3288339,2.4576492534614538e+17,68714,5701,1.1956489503666023,7,0.0,0.016831219933538876,0.9893086243763364,0.06783190157770745,1.5253691407429295,1.767045812921809,0.0
250,29,10117,9695,29,10088,0,0,0,0,567930,1447,2.6334269061573325e+17,10111,2651,1.000855554914258,2,0.0,0.0,,0.2620341998616191,0.0021566195692468153,1.043527591542032,NaN
15729,5,677602,5645,3502,674100,53,263160,257998,52,85136781,244704,2.1052343710847798e+17,90146,343332,7.044121766554423,404,0.01513420902341519,0.3903871829105474,0.980187148811039,0.5066868161546159,0.40440523947996787,120.03578387953941,0.03876717701278378
28305,2,82083,1505,639,81444,171,21173,11906,95,55053901,476829,6.983909538777181e+17,12004,796,6.829375892046192,65,0.2676056338028169,0.2599700407642061,0.5578148425787106,0.009697501309649989,0.07882963073092643,54.540199335548174,1.029371049895462
14142,33,32267,16646,46,32221,0,136,134,0,109085457,93794,9.39749769635026e+18,27844,6410,1.134218746303634,8,0.0,0.0042208497563700695,0.9852941176470589,0.1986549725725974,0.011607925910145837,1.938423645320197,0.0
9557,44,1106795,141912,18281,1088514,2498,98109,99082,2258,1769144818,29957469,4.098891358898682e+19,600428,638990,1.9248426960763987,168,0.13664460368688802,0.09013113290228697,0.9848420090053376,0.5773336525734215,0.0431615445029835,7.799164270815717,1.5160644195499824
11400,41,203638,109115,11172,192466,0,0,0,0,107595963,1920936,6.094826925832501e+18,194851,22076,1.0263694282767222,16,0.0,0.0,,0.10840805743525275,0.017653653550679507,1.8662695321449847,NaN
2090,82,29704,22934,501,29203,4,231,26,0,14283236,211011,6.336689092316212e+17,28297,1270,1.0420042274045302,11,0.007984031936127744,0.00791014621785433,0.11063829787234042,0.04275518448693778,0.02254053464185211,1.2951949071247928,1.0093406261070932
11909,65,25085,19136,1416,23669,0,11,8,0,7122537,402478,4.100182885273692e+16,23473,3942,1.0803687485621105,34,0.0,0.00046474291267058177,0.7272727272727273,0.15714570460434524,0.17371266597842408,1.310880016722408,0.0
32741,5,37304,11053,21288,16016,10026,272,1697,1498,58432824,16695302,2.713259892351852e+17,22451,4427,1.6858464795467358,42,0.4709695603156708,0.016983016983016984,0.16478927947174207,0.11867360068625349,0.2153602172969522,3.375011309146838,27.731795875058026
14020,3,29237,9619,4,29233,0,0,0,0,207798059,28927,1.1529015318473472e+19,14068,159,2.0893112983876656,19,0.0,0.0,,0.0054383144645483465,0.018023920799813284,3.0395051460650797,NaN
13085,42,933018,227681,207,932811,4,14054,13926,2,2625845961,341276,5.717792611265731e+18,759655,667159,1.1778056494243838,15,0.01932367149758454,0.015066288883814621,0.9906103286384976,0.7150548006576508,0.4592412036467206,4.097917700642566,1.2825767278592095
15711,17,10674,1630,707,9967,80,53,46,37,119700876,16799856,2.828119516221768e+18,5295,9003,1.6693685001628786,23,0.11315417256011315,0.005317547908096719,0.3458646616541353,0.84345137717819,0.04232525369363266,6.548466257668712,21.279389394465053
4832,82,3238069,615117,6170,3231899,217,117030,75594,118,26822232223,22428914,3.683569863484064e+20,2474025,29251,1.264925550239281,149,0.035170178282009724,0.03621090881862336,0.6447414432778664,0.009033470256501638,0.07281586400435607,5.264151372828259,0.9712591986622997
893,48,4517901,305520,52486,4465415,15884,788648,768696,15424,52254369065,813004477,3.0250848503297357e+20,1929683,2926442,3.027170206688583,171,0.3026330831078764,0.1766124761080437,0.955457334201747,0.6477437199265765,0.17273687070068217,14.787578554595443,1.7135430620583048
33006,4,186263,4870,6312,179951,1872,11410,13282,1872,2238738,76016,855661014592479.0,5334,178647,30.174084622352286,180,0.2965779467680608,0.06340614945179521,1.0,0.9591115787891314,2.616384247757544,38.247022587268994,4.67743191050476
253,26,1130597,204980,33151,1097446,4033,146787,78633,2088,1670098125,58671613,2.1846514412161016e+18,782375,26186,1.4998593659660804,91,0.1216554553407137,0.13375327806561782,0.5213698448481634,0.023161214827210758,0.7644689186986864,5.5156454288223244,0.9095512057732965
13490,56,1747472,37052,18,1747454,0,626352,155888,0,9684022422,116724,2.6922028887167323e+20,412931,28365,4.366624006653294,125,0.0,0.35843690306010917,0.24888241755434642,0.016232019740516586,0.03597062636915895,47.162690273129655,0.0
125,85,106615,75195,884,105731,1,533,73,0,156777553,887354,4.058462428671059e+18,102854,2332,1.0248631235506969,8,0.0011312217194570137,0.005041094853921744,0.13670411985018727,0.0218730947802842,0.038629790408417485,1.4178469313119224,0.2244000067915751
640,74,139311,100959,48,139263,0,204,166,0,1391760263,599618,1.5388944267212535e+20,130251,1288,1.0633727602006697,8,0.0,0.0014648542685422546,0.8137254901960784,0.009245501073138518,0.00904389696156912,1.3798769797640626,0.0
6684,63,5435644,599905,86010,5349634,11622,478095,452231,9482,45808750910,911764980,2.27108187594593e+19,2773701,188554,2.3955776220416705,209,0.135123822811301,0.08936966528925157,0.9234537498187729,0.03468843802132737,2.017045329592979,9.06084129987248,1.5119651883439722
1828,63,23217,20435,7,23210,0,11,10,0,2601631327,903611,8.111279553858715e+20,22820,175,1.028811563930842,5,0.0,0.00047393364928909954,0.9090909090909091,0.007537580221389499,0.0032074240688232058,1.1361389772449229,0.0
32756,5,25509,13126,512,24997,16,170,175,13,20306260,416930,5.949335923753416e+17,24197,22246,1.0536802152419469,8,0.03125,0.006800816097931752,0.9408602150537635,0.8720843623819045,0.03413197751857462,1.9433947889684595,4.595036764705882
22535,33,20208449,448914,57018,20151431,23597,2566870,2417221,22044,246015237303,613303908,1.4747829585656326e+20,3978643,9423200,4.859322071691557,183,0.413851766108948,0.127379043205418,0.9331217112590123,0.4663000114457077,1.6681453760645115,45.01630379092655,3.2489784480603245
