luid,usd,n,pnl,days,long_share
L2853,92.44050999999999,1,-5.08036,1,1.0
L2854,92.3962,2,-5.1006,1,1.0
L2855,91.60676,1,-4.30896,1,0.0
L2856,91.35488000000001,4,-5.13072,3,1.0
L2857,91.3185,2,-5.1259999999999994,2,1.0
L2858,91.20320000000001,1,-5.0336,1,1.0
L2859,91.02394000000001,4,-5.098292,3,1.0
L2860,90.88352,1,-4.1328,1,0.0
L2861,90.7688,1,-5.0132,1,1.0
L2862,90.70848000000001,1,-4.98856,1,1.0
L2863,90.61,1,-4.1,1,0.0
L2864,90.57478,1,-4.97324,1,1.0
L2865,90.29597999999999,1,-4.074577,1,1.0
L2866,90.155,1,-4.079775,1,0.0
L2867,89.904,1,-4.824,1,1.0
L2868,89.41169000000001,1,-4.05169,1,0.0
L2869,89.29723,1,-4.82575,1,1.0
L2870,89.2594,1,-4.12886,1,0.0
L2871,89.07558999999999,3,-5.00877,1,1.0
L2872,88.52409999999999,1,-35.711543,1,1.0
L2873,88.21788,1,-4.77572,1,1.0
L2874,88.15525000000001,1,-4.98465,1,1.0
L2875,88.09861,2,-4.965407,2,1.0
L2876,88.00125,1,-4.99875,1,1.0
L2877,87.92656,1,-4.965362,1,1.0
L2878,87.85308,1,-5.22732,1,1.0
L2879,87.83355,1,-4.840925,1,1.0
L2880,87.813,1,-1.74636,1,1.0
L2881,87.68132999999999,1,-4.02969,1,0.0
L2882,87.59976,2,-4.67872,2,1.0
L2883,87.18245,1,-4.87255,1,1.0
L2884,87.14952000000001,1,-35.0352,1,1.0
L2885,87.1083,2,-4.88112,2,1.0
L2886,87.072,1,-16.3104,1,1.0
L2887,86.80909999999999,1,-11.22965,1,0.0
L2888,86.78202,1,-4.08702,1,0.0
L2889,86.73673,1,-3.9338,1,0.0
L2890,86.6851,5,-4.235556,3,1.0
L2891,86.25,1,-3.946156,1,0.0
L2892,85.85568,1,-11.21232,1,1.0
L2893,85.38485999999999,1,-3.90951,1,0.0
L2894,85.09734999999999,1,-22.30785,1,1.0
L2895,85.02676000000001,1,-14.89404,1,1.0
L2896,84.7807,1,-4.8433,1,1.0
L2897,84.3246,1,-4.7889,1,1.0
L2898,84.30493999999999,1,-15.41206,1,1.0
L2899,84.23895999999999,1,-5.73976,1,1.0
L2900,84.20279000000001,1,-4.73263,1,1.0
L2901,84.08945999999999,1,-4.63008,1,1.0
L2902,83.81232,1,-4.71888,1,1.0
L2903,83.79945000000001,1,-14.91525,1,1.0
L2904,83.79926999999999,1,-16.48903,1,1.0
L2905,83.36202,1,-4.63603,1,1.0
L2906,83.33852,2,-15.503995,1,1.0
L2907,83.29466000000001,2,-3.8096520000000003,1,0.0
L2908,83.25416,1,-2.32913,1,0.0
L2909,83.21208,1,-4.56792,1,1.0
L2910,82.64800000000001,2,-9.081204,2,1.0
L2911,82.44045,5,-5.285056,4,1.0
L2912,82.30319999999999,1,-10.5222,1,0.0
L2913,82.24636,1,-4.15664,1,1.0
L2914,82.11119,1,-4.55413,1,1.0
L2915,81.90797,1,-3.89355,1,0.0
L2916,81.86412,1,-17.581929,1,1.0
L2917,81.69,1,-4.39635,1,1.0
L2918,81.61000000000001,1,-32.74,1,1.0
L2919,81.60973000000001,1,-4.44881,1,1.0
L2920,81.57786,1,-11.63344,1,1.0
L2921,81.5262,1,-4.418,1,1.0
L2922,81.0825,1,-4.3575,1,1.0
L2923,81.07464,2,-4.0067,2,0.5
L2924,80.8404,1,-4.486677,1,1.0
L2925,80.584,1,-4.304,1,1.0
L2926,80.48143999999999,1,-32.37936,1,1.0
L2927,80.22524,1,-4.51576,1,1.0
L2928,80.12186000000001,2,-14.478422,1,1.0
L2929,80.01565,1,-4.7956,1,1.0
L2930,79.91614,2,-9.98996,2,1.0
L2931,79.85548,4,-4.342033,1,1.0
L2932,79.71358,1,-10.9129,1,1.0
L2933,79.49900000000001,1,-7.6951,1,0.0
L2934,79.41005,1,-20.99661,1,1.0
L2935,79.15296000000001,1,-4.340916,1,1.0
L2936,79.10324,3,-3.877853,2,0.0
L2937,78.85909999999998,2,-4.239491,2,1.0
L2938,78.82414,1,-14.449958,1,1.0
L2939,78.77613000000001,1,-4.30687,1,1.0
L2940,78.02559,1,-30.52611,1,1.0
L2941,77.88312,1,-3.57136,1,0.0
L2942,77.84928,1,-4.27584,1,1.0
L2943,77.77901999999999,2,-4.600139,2,1.0
L2944,77.65318,1,-3.51288,1,0.0
L2945,77.35520000000001,1,-4.2128,1,1.0
L2946,77.198,1,-4.247826,1,1.0
L2947,77.04216,1,-4.21824,1,1.0
L2948,76.96787,3,-8.27191,3,1.0
L2949,76.96054,1,-3.58104,1,0.0
L2950,76.9542,2,-9.673868,2,1.0
L2951,76.72073,2,-4.29045,1,1.0
L2952,76.27477999999999,2,-4.17704,2,1.0
L2953,76.146,1,-4.627,1,0.0
L2954,76.10123,1,-4.28001,1,1.0
L2955,75.97055,1,-6.85121,1,1.0
L2956,75.94391999999999,1,-4.148664,1,1.0
L2957,75.6874,2,-4.18884,2,1.0
L2958,75.5157,1,-19.727514,1,1.0
L2959,75.39259,1,-13.96486,1,1.0
L2960,75.2031,1,-3.6477,1,0.0
L2961,75.09105,1,-10.49355,1,1.0
L2962,75.08815,1,-4.2823,1,1.0
L2963,74.951,2,-12.4544,2,1.0
L2964,74.88866,1,-3.44421,1,0.0
L2965,74.632,1,-4.1768,1,1.0
L2966,74.49582,1,-4.244371,1,1.0
L2967,74.33496000000001,1,-3.99924,1,1.0
L2968,73.90823,7,-6.09091,6,0.8571428571428571
L2969,73.77320000000002,1,-9.34592,1,0.0
L2970,73.7621,1,-4.01056,1,1.0
L2971,73.65276,1,-4.9679,1,1.0
L2972,73.40186,1,-29.83814,1,1.0
L2973,72.77578,1,-6.20312,1,1.0
L2974,72.77556,1,-4.408716,1,1.0
L2975,72.77430000000001,1,-3.999861,1,1.0
L2976,72.60000000000001,1,-4.0854,1,1.0
L2977,72.1935,1,-3.2757,1,0.0
L2978,72.0768,1,-3.8656,1,1.0
L2979,72.0,1,-0.429,1,1.0
L2980,71.92509999999999,1,-3.3428,1,0.0
L2981,71.74423999999999,2,-3.9718400000000003,1,1.0
L2982,71.72658,1,-5.84714,1,1.0
L2983,71.31715,2,-4.06695,2,0.5
L2984,71.16199999999999,1,-12.74728,1,1.0
L2985,70.93053,1,-9.49509,1,1.0
L2986,70.8288,1,-3.8144,1,1.0
L2987,70.71173999999999,1,-4.885297,1,1.0
L2988,70.61216,2,-3.8708159999999996,2,1.0
L2989,70.06536,1,-27.51904,1,1.0
L2990,70.038,1,-3.834,1,1.0
L2991,69.87400000000001,1,-25.575158,1,1.0
L2992,69.69975,1,-3.8025,1,1.0
L2993,69.5695,1,-9.0987,1,0.0
L2994,69.482,1,-0.41846,1,1.0
L2995,69.447,1,0.4123,1,1.0
L2996,69.15115999999999,1,-3.78714,1,1.0
L2997,68.9386,2,-9.08713,2,1.0
L2998,68.79599999999999,1,-3.138,1,0.0
L2999,68.6465,1,-4.11957,1,1.0
L3000,68.5038,1,-3.6704,1,1.0
L3001,68.46762,1,-3.76038,1,1.0
L3002,68.306,1,-17.302,1,1.0
L3003,67.795,1,-12.218024,1,1.0
L3004,67.53556,1,-3.721096,1,1.0
L3005,67.37412,2,-5.474094,2,1.0
L3006,67.05770000000001,2,-5.380269,2,1.0
L3007,67.01324,2,-3.0244400000000002,1,0.0
L3008,66.8194,1,-3.9711,1,1.0
L3009,66.56377,1,-3.64,1,1.0
L3010,66.50019999999999,2,-3.5995,2,1.0
L3011,66.2865,1,-6.70355,1,0.0
L3012,65.98768,1,-3.75408,1,1.0
L3013,65.9008,1,-3.6672,1,1.0
L3014,65.8546,1,-7.0714,1,1.0
L3015,65.85282000000001,1,-3.71778,1,1.0
L3016,65.71767,2,-3.779108,1,1.0
L3017,65.504,1,-3.5584,1,1.0
L3018,65.35579,2,-3.6007100000000003,2,1.0
L3019,65.26146,1,-2.9172,1,0.0
L3020,65.1,1,-3.71862,1,1.0
L3021,64.66896,1,-3.40704,1,1.0
L3022,64.194,1,-3.56694,1,1.0
L3023,64.06374000000001,1,-3.55524,1,1.0
L3024,63.9568,1,-3.24752,1,0.0
L3025,63.8435,2,-3.5555000000000003,2,1.0
L3026,63.707359999999994,2,-2.99632,1,0.0
L3027,63.548100000000005,1,-8.757,1,1.0
L3028,63.39513,1,-3.50865,1,1.0
L3029,63.377919999999996,1,-5.63692,1,1.0
L3030,63.2358,1,-30.324285,1,0.0
L3031,63.193020000000004,2,-3.86706,2,1.0
L3032,63.15274,2,-3.4280600000000003,2,1.0
L3033,63.05135,2,-3.52541,1,1.0
L3034,63.01728,1,-11.43072,1,1.0
L3035,62.821000000000005,2,-3.095828,1,0.0
L3036,62.79,1,-2.79409,1,0.0
L3037,62.68053,3,-3.42393,3,1.0
L3038,62.59104,1,-3.44736,1,1.0
L3039,62.33424,1,-2.94372,1,0.0
L3040,62.32795,1,-23.128585,1,1.0
L3041,62.23035,1,-2.8418,1,0.0
L3042,62.19312000000001,1,-2.915616,1,0.0
L3043,62.12180000000001,2,-12.56217,2,0.5
L3044,61.73175,1,-5.2341,1,1.0
L3045,61.66464,1,-2.62336,1,1.0
L3046,61.4589,3,-2.9485,1,0.0
L3047,61.446000000000005,1,-3.3744,1,1.0
L3048,61.31869999999999,1,-2.81312,1,0.0
L3049,61.2833,1,-2.905337,1,0.0
L3050,61.20935000000001,1,-16.60815,1,1.0
L3051,61.116,1,-7.616,1,0.0
L3052,60.65358,1,-3.36336,1,1.0
L3053,60.599250000000005,1,-3.26991,1,1.0
L3054,60.4975,3,-3.3241,1,1.0
L3055,60.291000000000004,1,-4.1643,1,1.0
L3056,60.13049000000001,1,-3.398106,1,1.0
L3057,59.99520000000001,1,-8.12116,1,0.0
L3058,59.802330000000005,1,-23.780413,1,1.0
L3059,59.42790000000001,1,-3.2907,1,1.0
L3060,59.283,1,-10.92555,1,1.0
L3061,59.1052,1,-3.230988,1,1.0
L3062,58.99146,1,-3.23004,1,1.0
L3063,58.6189,2,-5.057084,1,1.0
L3064,58.553,1,-3.2615,1,1.0
L3065,57.916799999999995,1,-3.185496,1,1.0
L3066,57.8682,1,-3.15,1,1.0
L3067,57.519130000000004,2,-3.2982699999999996,1,1.0
L3068,57.28980000000001,2,-3.1196,1,1.0
L3069,57.2364,1,-3.1928,1,1.0
L3070,57.21352,1,-3.08328,1,1.0
L3071,56.69578,2,-2.55578,2,0.0
L3072,56.68026,1,-23.02794,1,1.0
L3073,56.43,1,-3.08,1,1.0
L3074,56.42566,4,-6.10528,4,1.0
L3075,56.35,1,-7.1438,1,0.0
L3076,56.188,1,-3.150455,1,1.0
L3077,56.15841,1,-10.53129,1,1.0
L3078,56.0851,1,-7.0641,1,0.0
L3079,56.016299999999994,1,-3.27143,1,1.0
L3080,55.7964,1,-22.4004,1,1.0
L3081,55.738150000000005,1,-2.8366,1,0.0
L3082,55.67122,1,-3.07213,1,1.0
L3083,55.61163,1,-2.57535,1,0.0
L3084,55.4625,1,-5.9874,1,1.0
L3085,55.28664,1,-3.02616,1,1.0
L3086,54.504999999999995,1,-3.11,1,1.0
L3087,54.398399999999995,2,-4.8416999999999994,2,1.0
L3088,54.27118000000001,1,-2.50096,1,0.0
L3089,54.1578,2,-2.5028,1,0.0
L3090,54.121539999999996,2,-2.778787,2,1.0
L3091,54.04113,2,-2.94122,2,1.0
L3092,53.684200000000004,2,-2.9488,2,1.0
L3093,53.37088,1,-5.4016,1,1.0
L3094,53.22432,1,-2.481153,1,0.0
L3095,53.030969999999996,1,-2.49275,1,0.0
L3096,53.02857,1,-9.72141,1,1.0
L3097,52.99409999999999,1,-3.009,1,1.0
L3098,52.96633,2,-9.888612,1,1.0
L3099,52.79600000000001,1,-9.4269,1,1.0
L3100,52.600080000000005,1,-2.35566,1,0.0
L3101,52.556380000000004,1,-2.41133,1,0.0
L3102,52.50790000000001,2,-7.1847199999999996,2,0.5
L3103,52.4806,1,-2.6818,1,1.0
L3104,52.4484,1,-2.66271,1,0.0
L3105,52.3663,1,-2.845969,1,1.0
L3106,52.35769,1,-2.41934,1,0.0
L3107,52.35359999999999,1,-7.1812,1,1.0
L3108,52.30224,1,-2.34684,1,0.0
L3109,52.24,1,-2.404,1,0.0
L3110,52.1312,1,-2.35565,1,0.0
L3111,52.031310000000005,1,-2.34099,1,0.0
L3112,51.9092,2,-2.4832,2,0.0
L3113,51.874559999999995,1,-2.32254,1,0.0
L3114,51.864700000000006,1,-2.8341,1,1.0
L3115,51.78880000000001,1,-2.9029,1,1.0
L3116,51.744,1,-5.5536,1,1.0
L3117,51.675399999999996,1,-2.401,1,0.0
L3118,51.663869999999996,1,-2.39507,1,0.0
L3119,51.65769999999999,2,-2.794428,2,1.0
L3120,51.54476,1,0.533301,1,1.0
L3121,51.39919999999999,1,-2.8529,1,1.0
L3122,51.1434,1,-2.90466,1,1.0
L3123,51.095439999999996,2,-8.370932,2,1.0
L3124,51.009,1,-2.8665,1,1.0
L3125,50.9772,1,-2.825274,1,1.0
L3126,50.90952000000001,2,-2.2892,1,0.0
L3127,50.757039999999996,1,-2.738722,1,1.0
L3128,50.38952999999999,1,-2.78817,1,1.0
L3129,50.169900000000005,1,-2.75103,1,1.0
L3130,50.157360000000004,1,-2.27907,1,0.0
L3131,50.1014,2,-2.624593,1,0.5
L3132,50.03673,1,-2.77104,1,1.0
L3133,49.9323,1,-2.23608,1,0.0
L3134,49.425270000000005,1,-2.71035,1,1.0
L3135,49.33638,1,-2.23941,1,0.0
L3136,49.25745,1,-2.72525,1,1.0
L3137,49.254490000000004,1,-2.88161,1,1.0
L3138,49.068200000000004,1,-2.6956,1,1.0
L3139,48.990089999999995,1,-2.33427,1,0.0
L3140,48.684599999999996,1,-2.7004,1,1.0
L3141,48.5243,2,-2.6868,2,1.0
L3142,48.431639999999994,1,-2.21391,1,0.0
L3143,48.34596,1,-2.27103,1,0.0
L3144,48.296079999999996,1,-2.73616,1,1.0
L3145,48.201600000000006,1,-2.5296,1,1.0
L3146,48.132659999999994,1,-2.69071,1,1.0
L3147,47.8588,1,-2.75,1,1.0
L3148,47.66256,1,-2.68884,1,1.0
L3149,47.65336,1,-2.68657,1,1.0
L3150,47.47325,1,-2.4607,1,1.0
L3151,47.434560000000005,1,-2.63424,1,1.0
L3152,47.431999999999995,1,-2.6576,1,1.0
L3153,47.296099999999996,1,-2.6038,1,1.0
L3154,47.17106,1,-11.81264,1,1.0
L3155,47.028850000000006,1,-2.64605,1,1.0
L3156,46.84239999999999,1,-2.7104,1,1.0
L3157,46.819990000000004,1,-2.67001,1,1.0
L3158,46.8012,1,-2.4725,1,1.0
L3159,46.75341,3,-2.52503,3,1.0
L3160,46.746,1,-2.7384,1,1.0
L3161,46.72696,1,-2.73504,1,1.0
L3162,46.71387,1,-2.54709,1,1.0
L3163,46.696,1,-2.586,1,1.0
L3164,46.66844,1,-2.65876,1,1.0
L3165,46.590720000000005,1,-2.55296,1,1.0
L3166,46.5152,1,-2.6036,1,1.0
L3167,46.51088,1,-2.57816,1,1.0
L3168,46.502880000000005,1,-2.39115,1,1.0
L3169,46.485,1,-2.61,1,1.0
L3170,46.475,1,-18.3625,1,1.0
L3171,46.427710000000005,2,-2.59915,2,1.0
L3172,46.38379,1,-2.53272,1,1.0
L3173,46.21651,1,-2.50369,1,1.0
L3174,46.19412,1,-2.6145,1,1.0
L3175,45.97117,1,-2.50933,1,1.0
L3176,45.9606,1,-2.5536,1,0.0
L3177,45.9273,2,-2.5956,2,1.0
L3178,45.9138,1,-2.52815,1,1.0
L3179,45.74324,1,-2.59859,1,1.0
L3180,45.696000000000005,1,-5.75526,1,0.0
L3181,45.69045,1,-2.535,1,1.0
L3182,45.25756,1,-2.11324,1,0.0
L3183,45.25488,1,-2.05488,1,0.0
L3184,45.234,1,-2.6628,1,1.0
L3185,45.18865,1,-2.57205,1,1.0
L3186,45.182120000000005,1,-2.045979,1,0.0
L3187,45.1748,1,-2.5608,1,1.0
L3188,45.1287,1,-2.4477,1,1.0
L3189,45.105729999999994,2,-2.20751,2,0.5
L3190,45.08632,1,-2.49368,1,1.0
L3191,45.085159999999995,1,-2.46326,1,1.0
L3192,44.83994,2,-5.33217,2,0.0
L3193,44.81138,1,-2.43252,1,1.0
L3194,44.72947,1,-10.793706,1,1.0
L3195,44.674279999999996,1,-2.43432,1,1.0
L3196,44.67191999999999,1,-8.33748,1,1.0
L3197,44.602560000000004,1,-10.20336,1,0.0
L3198,44.39,1,-2.11048,1,0.0
L3199,44.3212,1,-2.4068,1,1.0
L3200,44.24082,3,-2.15638,3,0.3333333333333333
L3201,44.173100000000005,2,-2.0685729999999998,2,0.0
L3202,44.14149999999999,3,-2.4536000000000002,2,0.6666666666666666
L3203,44.128,1,-7.84224,1,1.0
L3204,44.116299999999995,1,-7.8039,1,1.0
L3205,44.0655,1,-3.0305,1,1.0
L3206,43.9362,1,-2.4696,1,1.0
L3207,43.875299999999996,1,-8.1039,1,1.0
L3208,43.593779999999995,1,-1.98288,1,0.0
L3209,43.4712,1,-2.46336,1,1.0
L3210,43.38213,1,-5.87163,1,1.0
L3211,43.27431,1,-3.05547,1,1.0
L3212,43.134,1,-7.938,1,1.0
L3213,43.12,1,-2.4026,1,1.0
L3214,42.870799999999996,1,-1.98799,1,0.0
L3215,42.80748,1,-2.484256,1,1.0
L3216,42.59186,1,-16.92714,1,1.0
L3217,42.54444,1,-2.06334,1,0.0
L3218,42.360839999999996,3,-2.3083,3,1.0
L3219,42.28752,1,-16.93008,1,1.0
L3220,42.06621,2,-2.31379,2,1.0
L3221,42.045899999999996,1,-2.2542,1,1.0
L3222,41.970240000000004,1,-7.614801,1,1.0
L3223,41.84752,1,-1.99144,1,0.0
L3224,41.67792,1,-7.026528,1,1.0
L3225,41.6628,1,-2.286,1,1.0
L3226,41.62776,1,-2.231956,1,1.0
L3227,41.6252,1,-2.4662,1,1.0
L3228,41.55592,1,-2.2792,1,1.0
L3229,41.55417,1,-7.43778,1,1.0
L3230,41.52816,3,-2.27624,3,1.0
L3231,41.52456,1,-7.51954,1,1.0
L3232,41.45781,1,-7.44249,1,1.0
L3233,41.31152,2,-9.94004,2,1.0
L3234,41.1432,2,-2.28038,2,1.0
L3235,41.09019,1,-5.785746,1,1.0
L3236,41.05585,1,-2.27645,1,1.0
L3237,41.05134,1,-1.869372,1,0.0
L3238,40.80284,3,-2.213092,3,1.0
L3239,40.76685,1,-1.766895,1,0.0
L3240,40.719899999999996,1,-1.87673,1,0.0
L3241,40.40732,1,-2.185966,1,1.0
L3242,40.383,1,-1.86102,1,0.0
L3243,40.2876,1,-2.3864,1,1.0
L3244,40.000699999999995,1,-2.149663,1,1.0
L3245,39.96904,2,-1.843216,2,0.0
L3246,39.842999999999996,1,-2.05785,1,1.0
L3247,39.818859999999994,1,-2.26567,1,1.0
L3248,39.55655,1,-2.243543,1,1.0
L3249,39.4485,1,-7.5894,1,1.0
L3250,39.325,1,-7.38672,1,1.0
L3251,39.1212,1,-2.1132,1,1.0
L3252,39.02496,1,-2.19738,1,1.0
L3253,38.962239999999994,2,-2.15433,2,1.0
L3254,38.66216,1,-2.1328,1,1.0
L3255,38.658,1,-1.751,1,0.0
L3256,38.641400000000004,1,-1.685159,1,1.0
L3257,38.51675,2,-1.80785,1,0.0
L3258,38.478,2,-1.9679,1,0.5
L3259,38.43921,1,-12.657894,1,1.0
L3260,38.1695,1,-2.1275,1,1.0
L3261,38.09088,1,-2.11803,1,1.0
L3262,38.0754,1,-6.1182,1,1.0
L3263,37.96,2,-8.2544,1,0.0
L3264,37.880500000000005,1,-3.8248,1,0.0
L3265,37.850669999999994,1,-2.23533,1,1.0
L3266,37.849000000000004,1,-2.0825,1,1.0
L3267,37.80732,1,-2.16189,1,1.0
L3268,37.801500000000004,1,-1.7952,1,0.0
L3269,37.681599999999996,1,-4.30364,1,1.0
L3270,37.6312,1,-2.0808,1,1.0
L3271,37.61856,1,-13.35684,1,1.0
L3272,37.61478,1,-2.10168,1,1.0
L3273,37.57738,2,-6.900577,2,1.0
L3274,37.49764,1,-2.04516,1,1.0
L3275,37.45700000000001,1,-2.0265,1,1.0
L3276,37.272690000000004,1,-1.691947,1,0.0
L3277,37.1628,1,-1.73012,1,0.0
L3278,37.14528,1,-6.823008,1,1.0
L3279,37.03596,1,-1.66959,1,0.0
L3280,37.0224,1,-3.9744,1,1.0
L3281,36.9558,1,0.12978,1,1.0
L3282,36.94247,1,-2.03933,1,1.0
L3283,36.934200000000004,1,-2.0162,1,1.0
L3284,36.916160000000005,2,-2.05444,2,1.0
L3285,36.7567,1,-4.578173,1,0.0
L3286,36.60302,2,-2.01518,2,1.0
L3287,36.584,1,-1.9652,1,1.0
L3288,36.416610000000006,1,-5.02209,1,1.0
L3289,36.329,1,-3.12,1,1.0
L3290,36.27400000000001,1,-3.90887,1,1.0
L3291,35.99687,1,-2.0188,1,1.0
L3292,35.85528,1,-1.6264,1,0.0
L3293,35.802,1,-2.409,1,0.0
L3294,35.788,1,-21.4636,1,1.0
L3295,35.58622999999999,1,-20.56497,1,0.0
L3296,35.386280000000006,1,-2.0049,1,1.0
L3297,35.308800000000005,1,-14.3712,1,1.0
L3298,35.256299999999996,1,-1.9406,1,1.0
L3299,35.217600000000004,1,-1.9008,1,1.0
L3300,35.052800000000005,1,-1.9872,1,1.0
L3301,34.901799999999994,2,-1.9291999999999998,2,1.0
L3302,34.8708,1,-4.3552,1,0.0
L3303,34.75803,1,-1.59999,1,0.0
L3304,34.4456,1,-1.8704,1,1.0
L3305,34.39268,2,-3.015746,2,0.0
L3306,34.330949999999994,1,-6.40863,1,1.0
L3307,34.2822,1,-1.8938,1,1.0
L3308,34.2657,1,-8.8809,1,1.0
L3309,34.225390000000004,2,-1.88819,2,1.0
L3310,34.00964,1,-13.80276,1,1.0
L3311,33.93299999999999,1,-1.872,1,1.0
L3312,33.89445,1,-1.90665,1,1.0
L3313,33.882000000000005,1,-1.584,1,0.0
L3314,33.615359999999995,1,-1.578492,1,0.0
L3315,33.608290000000004,1,-12.2059,1,1.0
L3316,33.413039999999995,1,-1.8657,1,1.0
L3317,33.37248,1,-2.844,1,1.0
L3318,33.26336,1,-1.83716,1,1.0
L3319,32.93472,1,-12.76548,1,1.0
L3320,32.891,2,-1.8047999999999997,2,1.0
L3321,32.778240000000004,1,-3.33729,1,0.0
L3322,32.5404,1,-1.6204,1,0.0
L3323,32.5188,1,-4.2804,1,1.0
L3324,32.36834,1,-8.22766,1,1.0
L3325,32.35176,1,-1.48407,1,0.0
L3326,32.17853,1,-1.75972,1,1.0
L3327,31.96992,1,-1.46928,1,0.0
L3328,31.898,1,-8.34473,1,1.0
L3329,31.847640000000002,1,-1.493877,1,0.0
L3330,31.70304,2,-1.75736,2,1.0
L3331,31.6148,1,-1.7276,1,1.0
L3332,31.61037,1,-1.79883,1,1.0
L3333,31.43744,1,-1.44384,1,0.0
L3334,31.432799999999997,1,-1.7164,1,1.0
L3335,31.404999999999998,1,-1.4498,1,0.0
L3336,31.39383,1,-2.246556,1,0.0
L3337,31.20712,1,-1.77135,1,1.0
L3338,31.108000000000004,1,-1.7038,1,1.0
L3339,31.086,1,-3.33,1,1.0
L3340,31.029760000000003,1,-1.46166,1,0.0
L3341,30.849700000000002,1,-0.440475,1,0.0
L3342,30.833999999999996,1,-1.4805,1,0.0
L3343,30.8196,1,-0.1253,1,1.0
L3344,30.81,1,-3.8792,1,0.0
L3345,30.631040000000002,1,-1.82016,1,1.0
L3346,30.6152,1,-1.8144,1,0.0
L3347,30.3076,1,-1.723154,1,1.0
L3348,30.184,1,-1.638,1,1.0
L3349,30.1339,1,-1.7023,1,1.0
L3350,29.84,1,-1.65696,1,1.0
L3351,29.754,1,-1.7313,1,1.0
L3352,29.71872,1,-1.388,1,0.0
L3353,29.701800000000002,1,-5.5593,1,1.0
L3354,29.5812,1,-1.6136,1,1.0
L3355,29.51265,2,-1.60655,2,1.0
L3356,29.4717,1,-3.1533,1,1.0
L3357,29.45248,1,-1.60992,1,1.0
L3358,29.44088,1,-3.78822,1,0.0
L3359,29.3636,1,-1.3328,1,0.0
L3360,29.328,1,-1.6094,1,1.0
L3361,29.2523,1,-1.6008,1,1.0
L3362,29.1928,1,-1.6072,1,1.0
L3363,29.18682,1,-1.32288,1,0.0
L3364,29.151210000000003,1,-1.66419,1,1.0
L3365,29.122199999999996,1,-1.332423,1,0.0
L3366,29.001019999999997,2,-1.61401,2,1.0
L3367,28.966910000000002,1,-10.45869,1,1.0
L3368,28.90952,1,-1.58688,1,1.0
L3369,28.752499999999998,1,-1.3525,1,0.0
L3370,28.7226,1,-2.540322,1,1.0
L3371,28.71104,2,-1.45409,2,0.5
L3372,28.6671,1,-1.3482,1,0.0
L3373,28.4804,1,-1.6276,1,1.0
L3374,28.432499999999997,1,-1.3026,1,0.0
L3375,28.273249999999997,2,-2.657667,2,1.0
L3376,28.047629999999998,1,-1.580007,1,1.0
L3377,28.0432,1,-1.55618,1,1.0
L3378,28.01925,1,-3.53565,1,0.0
L3379,27.8642,1,-1.5483,1,1.0
L3380,27.83918,1,-1.53482,1,1.0
L3381,27.8044,1,-1.5054,1,1.0
L3382,27.747400000000003,1,-1.59494,1,1.0
L3383,27.54,1,-1.516779,1,1.0
L3384,27.50469,1,-1.50331,1,1.0
L3385,27.48003,2,-1.51199,2,1.0
L3386,27.37084,1,-1.51536,1,1.0
L3387,27.36615,1,-1.519805,1,1.0
L3388,27.0625,1,-1.4575,1,1.0
L3389,26.56892,1,-1.24236,1,0.0
L3390,26.43928,1,-1.46971,1,1.0
L3391,26.37696,1,-0.71488,1,1.0
L3392,26.2038,1,-4.8372,1,1.0
L3393,26.180000000000003,1,-0.30532,1,1.0
L3394,26.17623,1,-1.20933,1,0.0
L3395,26.160960000000003,1,-1.422652,1,1.0
L3396,26.11,1,-1.45516,1,1.0
L3397,26.02663,1,-4.85837,1,1.0
L3398,26.017500000000002,1,-1.182,1,0.0
L3399,25.98453,1,-4.634718,1,1.0
L3400,25.945,1,-1.4725,1,1.0
L3401,25.885,1,-3.60096,1,1.0
L3402,25.87728,1,-1.41933,1,1.0
L3403,25.779329999999998,1,-1.22904,1,0.0
L3404,25.724619999999998,1,-1.43819,1,1.0
L3405,25.64028,1,-1.1745,1,0.0
L3406,25.48286,1,-1.15388,1,0.0
L3407,25.027,1,-1.16203,1,0.0
L3408,25.019399999999997,1,-1.4812,1,0.0
L3409,25.01056,1,-1.4448,1,1.0
L3410,24.88536,1,-1.29951,1,1.0
L3411,24.84482,1,-1.14998,1,0.0
L3412,24.772799999999997,1,-4.496596,1,1.0
L3413,24.57432,1,-4.51298,1,1.0
L3414,24.500339999999998,1,-3.384693,1,1.0
L3415,24.382599999999996,1,-1.4476,1,1.0
L3416,24.359939999999998,1,-2.78091,1,1.0
L3417,24.24563,2,-2.00343,2,0.0
L3418,24.12465,5,-1.22533,5,0.2
L3419,23.92768,1,-1.153572,1,1.0
L3420,23.850199999999997,1,-1.3134,1,1.0
L3421,23.81975,1,-1.40025,1,1.0
L3422,23.79132,1,-0.84672,1,1.0
L3423,23.74226,2,-1.07627,2,0.0
L3424,23.69225,1,-1.6125,1,0.0
L3425,23.690710000000003,2,-1.32769,2,1.0
L3426,23.50528,1,-1.27424,1,1.0
L3427,23.30614,1,-1.24852,1,1.0
L3428,23.244900000000005,1,-1.3041,1,1.0
L3429,23.2135,1,-1.055,1,0.0
L3430,23.00665,1,-1.26976,1,1.0
L3431,22.995,1,-1.1109,1,0.0
L3432,22.96814,1,-1.2701,1,1.0
L3433,22.646720000000002,1,-1.04159,1,0.0
L3434,22.635900000000003,1,-1.2306,1,1.0
L3435,22.471,1,-1.2006,1,1.0
